date,link,tag,text
2018-04-03T00:03:00Z,57190,"энергетика,Турция",Церемония запуска строительства АЭС «Аккую»
2018-04-03T00:04:00Z,57191,"внешняя политика,Турция",Заседание Совета сотрудничества высшего уровня между Россией и Турцией
2018-04-03T00:05:00Z,57192,"внешняя политика,СМИ,Турция",Совместная пресс-конференция Владимира Путина и Реджепа Тайипа Эрдогана
2018-04-03T00:06:00Z,57193,"религия,Турция",Телефонный разговор с Патриархом Константинопольским Варфоломеем I
2018-04-04T00:01:00Z,57197,"внешняя политика,Иран,Турция",Беседа с Президентом Ирана Хасаном Рухани
2018-04-04T00:02:00Z,57200,"",5 апреля Президент проведёт заседание Государственного совета и встретится с членами инспекционной комиссии Международного бюро выставок
2018-04-04T00:03:00Z,57199,"внешняя политика,Иран,Сирия,Турция","Встреча президентов России, Турции и Ирана"
2018-04-04T00:04:00Z,57201,"внешняя политика,Иран,Сирия,Турция","Пресс-конференция по итогам встречи президентов России, Турции и Ирана"
2018-04-05T00:01:00Z,57205,"поддержка предпринимательства,регионы",Заседание Госсовета по вопросу развития конкуренции
2018-04-05T00:02:00Z,57207,"внешняя политика,Китай",Встреча со спецпредставителем Председателя КНР Ван И
2018-04-05T00:03:00Z,57208,"наука и инновации,регионы",Встреча с комиссией Международного бюро выставок
2018-04-05T00:04:00Z,57209,"регионы,Кемеровская область – Кузбасс",Встреча с врио губернатора Кемеровской области Сергеем Цивилёвым
2018-04-06T00:01:00Z,57211,"внешняя политика,Франция",Телефонный разговор с Президентом Франции Эммануэлем Макроном
2018-04-06T00:02:00Z,57212,госпремии,Вручение премий Президента молодым деятелям культуры и за произведения для детей
2018-04-06T00:03:00Z,57213,национальная безопасность,Заседание Совета Безопасности
2018-04-07T00:01:00Z,57216,"внешняя политика,Германия",Соболезнования руководству Германии в связи с трагедией в Мюнстере
2018-04-08T00:01:00Z,57221,религия,Поздравление со Светлым праздником Пасхи
2018-04-08T00:02:00Z,57222,религия,Поздравление Патриарху Московскому и всея Руси Кириллу с праздником Пасхи
2018-04-09T00:01:00Z,57225,сельское хозяйство,Встреча с главой Минсельхоза России Александром Ткачёвым
2018-04-09T00:02:00Z,57227,"борьба с терроризмом,внешняя политика,Турция",Телефонный разговор с Президентом Турции Реджепом Тайипом Эрдоганом
2018-04-09T00:03:00Z,57228,"борьба с терроризмом,внешняя политика,энергетика,Германия",Телефонный разговор с канцлером Германии Ангелой Меркель
2018-04-10T00:01:00Z,57230,наука и инновации,Посещение Курчатовского института
2018-04-10T00:02:00Z,57232,внешняя политика,11 апреля Владимир Путин примет верительные грамоты у послов иностранных государств
2018-04-10T00:03:00Z,57231,наука и инновации,Встреча с руководством Российской академии наук и Курчатовского института
2018-04-10T00:04:00Z,57234,"",Встреча с Председателем Правительства Дмитрием Медведевым
2018-04-11T00:01:00Z,57236,"внешняя политика,Алжир",Соболезнования Президенту Алжира Абдельазизу Бутефлике
2018-04-11T00:02:00Z,57238,внешняя политика,Церемония вручения верительных грамот
2018-04-11T00:03:00Z,57239,"внешняя политика,Индия",Телефонный разговор с Премьер-министром Индии Нарендрой Моди
2018-04-11T00:04:00Z,57240,"внешняя политика,Израиль",Телефонный разговор с Премьер-министром Израиля Биньямином Нетаньяху
2018-04-12T00:01:00Z,57243,"внешняя политика,Азербайджан",Поздравление Ильхаму Алиеву с переизбранием на пост Президента Азербайджана
2018-04-12T00:02:00Z,57244,"внешняя политика,Азербайджан",Телефонный разговор с Президентом Азербайджана Ильхамом Алиевым
2018-04-12T00:03:00Z,57245,"космос,Москва",Посещение павильона «Космос» на ВДНХ
2018-04-12T00:04:00Z,57246,"космос,Москва",Беседа с космонавтами и ветеранами космической отрасли
2018-04-12T00:05:00Z,57248,"внешняя политика,Турция",Телефонный разговор с Президентом Турции Реджепом Тайипом Эрдоганом
2018-04-13T00:01:00Z,57252,"регионы,Волгоградская область",Встреча с губернатором Волгоградской области Андреем Бочаровым
2018-04-13T00:02:00Z,57253,"внешняя политика,Франция",Телефонный разговор с Президентом Франции Эммануэлем Макроном
2018-04-13T00:03:00Z,57251,рынок труда,Встреча с главой Федерации независимых профсоюзов Михаилом Шмаковым
2018-04-13T00:04:00Z,57254,"госслужба,противодействие коррупции","Опубликованы сведения об имуществе, доходах и расходах главы государства, работников Администрации Президента и членов их семей"
2018-04-14T00:01:00Z,57257,"внешняя политика,Сирия",Заявление Президента Российской Федерации Владимира Путина
2018-04-14T00:02:00Z,57258,"наука и инновации,поддержка предпринимательства,регионы,транспорт,туризм,Москва",Рабочая встреча с мэром Москвы Сергеем Собяниным
2018-04-14T00:03:00Z,57262,"внешняя политика,Сирия,Турция",Телефонный разговор с Президентом Турции Реджепом Тайипом Эрдоганом
2018-04-15T00:01:00Z,57263,"внешняя политика,Иран",Телефонный разговор с Президентом Ирана Хасаном Рухани
2018-04-16T00:01:00Z,57214,СМИ,"Завершена аккредитация журналистов на освещение мероприятий, посвящённых 73-й годовщине Победы в Великой Отечественной войне 1941–1945 годов"
2018-04-16T00:02:00Z,57265,права человека,Встреча с Уполномоченным по правам человека Татьяной Москальковой
2018-04-17T00:01:00Z,57270,"внешняя политика,Германия,Сирия",Телефонный разговор с канцлером Германии Ангелой Меркель
2018-04-17T00:02:00Z,57269,экономика и финансы,Совещание по экономическим вопросам
2018-04-17T00:03:00Z,57272,"внешняя политика,Казахстан",Телефонный разговор с Президентом Казахстана Нурсултаном Назарбаевым
2018-04-17T00:04:00Z,57274,"внешняя политика,Армения",Телефонный разговор с Премьер-министром Армении Сержем Саргсяном
2018-04-18T00:01:00Z,57275,"экология,энергетика",Совещание с членами Правительства
2018-04-18T00:02:00Z,57276,"внешняя политика,Австрия",Телефонный разговор с Федеральным канцлером Австрии Себастианом Курцем
2018-04-19T00:01:00Z,57303,"внешняя политика,национальная безопасность",Совещание с постоянными членами Совета Безопасности
2018-04-19T00:02:00Z,57304,"внешняя политика,Куба",Поздравление Мигелю Диас-Канелю Бермудесу с избранием на пост Председателя Госсовета Кубы
2018-04-19T00:03:00Z,57306,культура,Приветствие участникам и гостям 40-го Московского международного кинофестиваля
2018-04-20T00:01:00Z,57309,"внешняя политика,Узбекистан",Телефонный разговор с Президентом Узбекистана Шавкатом Мирзиёевым
2018-04-20T00:02:00Z,57311,Вооружённые Силы,Совещание с Сергеем Шойгу и Валерием Герасимовым
2018-04-20T00:03:00Z,57312,"внешняя политика,Куба",Телефонный разговор с Первым секретарём Центрального комитета Коммунистической партии Кубы Раулем Кастро и Председателем Государственного Совета и Совета Министров Кубы Мигелем Диас-Канелем
2018-04-23T00:01:00Z,57322,"социальная сфера,экономика и финансы,Республика Ингушетия",Встреча с главой Ингушетии Юнус-Беком Евкуровым
2018-04-23T00:02:00Z,57330,"внешняя политика,Франция",Телефонный разговор с Президентом Франции Эммануэлем Макроном
2018-04-24T00:01:00Z,57350,связь и телекоммуникации,Рабочая встреча с заместителем Председателя Правительства Дмитрием Рогозиным
2018-04-25T00:01:00Z,57356,госнаграды,Вручение медалей Героя Труда
2018-04-25T00:02:00Z,57363,регионы,"Встреча с выпускниками программы кадрового управленческого резерва, назначенными врио губернаторов ряда регионов"
2018-04-25T00:03:00Z,57359,"госслужба,кадровый резерв",Встреча с выпускниками программы кадрового управленческого резерва
2018-04-25T00:04:00Z,57365,"внешняя политика,Армения",Телефонный разговор с Президентом Армении Арменом Саркисяном
2018-04-26T00:01:00Z,57368,"внешняя политика,Армения",Телефонный разговор с исполняющим обязанности Премьер-министра Армении Кареном Карапетяном
2018-04-26T00:02:00Z,57367,"вузы,профессиональное образование,Санкт-Петербург",Пленарное заседание съезда Российского союза ректоров
2018-04-27T00:01:00Z,57369,"Великая Отечественная война,СМИ","Опубликован список журналистов, аккредитованных на празднование Великой Победы"
2018-04-27T00:02:00Z,57376,"здравоохранение,права человека,регионы,социальная сфера,экономика и финансы,Санкт-Петербург",Встреча с Советом законодателей
2018-04-27T00:03:00Z,57377,наука и инновации,Заседание попечительского совета РГО
2018-04-28T00:01:00Z,57379,культура,Встреча с Александром Калягиным
2018-04-28T00:02:00Z,57378,культура,Указ о проведении в 2019 году Года театра
2018-04-29T00:01:00Z,57386,"внешняя политика,Республика Корея",Телефонный разговор с Президентом Республики Корея Мун Чжэ Ином
2018-04-30T00:01:00Z,57392,"внешняя политика,Франция",Телефонный разговор с Президентом Франции Эммануэлем Макроном
2018-04-30T00:02:00Z,57395,"внешняя политика,Израиль",Телефонный разговор с Премьер-министром Израиля Биньямином Нетаньяху
2018-05-02T00:01:00Z,57397,культура,Поздравление Валерию Гергиеву с 65-летием
2018-05-02T00:02:00Z,57398,"",3 мая в Сочи Владимир Путин проведёт заседание наблюдательного совета оргкомитета «Россия-2018»
2018-05-03T00:01:00Z,57400,"спорт,Краснодарский край",Посещение Центра выдачи паспорта болельщика чемпионата мира по футболу 2018 года
2018-05-03T00:02:00Z,57399,"спорт,строительство,Краснодарский край",Заседание наблюдательного совета оргкомитета «Россия-2018»
2018-05-03T00:03:00Z,57401,"спорт,Краснодарский край",Встреча с президентом ФИФА Джанни Инфантино
2018-05-04T00:01:00Z,57404,"поддержка предпринимательства,социальная сфера,экономика и финансы",Встреча с гендиректором АСИ Светланой Чупшевой
2018-05-04T00:02:00Z,57407,"внешняя политика,Казахстан",Телефонный разговор с Президентом Казахстана Нурсултаном Назарбаевым
2018-05-05T00:01:00Z,57411,внешняя политика,9 мая Москву посетит Премьер-министр Израиля Биньямин Нетаньяху
2018-05-07T00:01:00Z,57415,"",Встреча с членами Правительства
2018-05-07T00:02:00Z,57416,"",Владимир Путин вступил в должность Президента России
2018-05-07T00:03:00Z,57420,госслужба,Президент поручил Правительству продолжать работу до сформирования нового кабинета министров
2018-05-07T00:04:00Z,57422,госслужба,Владимир Путин внёс в Госдуму кандидатуру Дмитрия Медведева для получения согласия на назначение Председателем Правительства
2018-05-07T00:05:00Z,57423,"",8 мая Владимир Путин встретится с Президентом Республики Сербии Александром Вучичем
2018-05-07T00:06:00Z,57424,"внешняя политика,Азербайджан",Телефонный разговор с Президентом Азербайджана Ильхамом Алиевым
2018-05-07T00:07:00Z,57425,"государственные финансы,демография,жильё,здравоохранение,культура,местное самоуправление,поддержка предпринимательства,социальная сфера",Президент подписал Указ «О национальных целях и стратегических задачах развития Российской Федерации на период до 2024 года»
2018-05-08T00:01:00Z,57428,Великая Отечественная война,Поздравление главам ряда государств по случаю 73-й годовщины Победы в Великой Отечественной войне
2018-05-08T00:02:00Z,57429,"внешняя политика,Армения",Поздравление Николу Пашиняну по случаю вступления в должность Премьер-министра Армении
2018-05-08T00:03:00Z,57431,госслужба,Президент принял участие в пленарном заседании Госдумы
2018-05-08T00:04:00Z,57432,госслужба,Президент назначил Дмитрия Медведева Председателем Правительства
2018-05-08T00:05:00Z,57434,"внешняя политика,Сербия",Встреча с Президентом Сербии Александром Вучичем
2018-05-08T00:06:00Z,57435,"внешняя политика,Армения",Телефонный разговор с Премьер-министром Армении Николом Пашиняном
2018-05-09T00:01:00Z,57436,"Великая Отечественная война,Вооружённые Силы",Военный парад на Красной площади
2018-05-09T00:02:00Z,57437,Великая Отечественная война,Возложение венка к Могиле Неизвестного Солдата
2018-05-09T00:03:00Z,57438,Великая Отечественная война,Торжественный приём по случаю Дня Победы
2018-05-09T00:04:00Z,57439,"внешняя политика,национальная безопасность",Совещание с постоянными членами Совета Безопасности
2018-05-09T00:05:00Z,57440,"Великая Отечественная война,Москва",Президент принял участие в акции «Бессмертный полк»
2018-05-09T00:06:00Z,57441,"внешняя политика,Израиль",Переговоры с Премьер-министром Израиля Биньямином Нетаньяху
2018-05-10T00:01:00Z,57447,"спорт,Краснодарский край",Посещение хоккейной тренировочной базы в центре «Сириус»
2018-05-10T00:02:00Z,57448,"спорт,Краснодарский край",Президент принял участие в гала-матче Ночной хоккейной лиги
2018-05-10T00:03:00Z,57449,"внешняя политика,Турция",Телефонный разговор с Президентом Турции Реджепом Тайипом Эрдоганом
2018-05-11T00:01:00Z,57450,"внешняя политика,Германия",Телефонный разговор с Федеральным канцлером Германии Ангелой Меркель
2018-05-11T00:02:00Z,57451,"регионы,Краснодарский край",Рабочая встреча с губернатором Краснодарского края Вениамином Кондратьевым
2018-05-11T00:03:00Z,57452,ЕАЭС,14 мая состоится заседание Высшего Евразийского экономического совета
2018-05-11T00:04:00Z,57453,"",18 мая Президент России встретится с Федеральным канцлером ФРГ Ангелой Меркель
2018-05-14T00:01:00Z,57457,"энергетика,Краснодарский край",Встреча с главой МАГАТЭ Юкия Амано
2018-05-14T00:02:00Z,57459,"внешняя политика,Армения",Встреча с Премьер-министром Армении Николом Пашиняном
2018-05-14T00:03:00Z,57461,"внешняя политика,Киргизия",Встреча с Президентом Киргизии Сооронбаем Жээнбековым
2018-05-14T00:04:00Z,57462,"внешняя политика,Индия",21 мая Владимир Путин встретится с Премьер-министром Индии Нарендрой Моди
2018-05-14T00:05:00Z,57463,"внешняя политика,Республика Беларусь",Встреча с Президентом Белоруссии Александром Лукашенко
2018-05-14T00:06:00Z,57465,"внешняя политика,Казахстан",Встреча с Президентом Казахстана Нурсултаном Назарбаевым
2018-05-14T00:07:00Z,57466,внешняя политика,Заседание Высшего Евразийского экономического совета
2018-05-14T00:08:00Z,57469,"внешняя политика,Молдова",Встреча с Президентом Молдавии Игорем Додоном
2018-05-15T00:01:00Z,57471,"внешняя политика,Франция",Телефонный разговор с Президентом Франции Эммануэлем Макроном
2018-05-15T00:02:00Z,57472,"регионы,строительство,транспорт,Республика Крым,Краснодарский край",Открытие автодорожной части Крымского моста
2018-05-15T00:03:00Z,57474,госслужба,Рабочая встреча с Дмитрием Медведевым
2018-05-15T00:04:00Z,57475,"",Указ «О структуре федеральных органов исполнительной власти»
2018-05-15T00:05:00Z,57477,Вооружённые Силы,Совещание с руководством Министерства обороны
2018-05-16T00:01:00Z,57480,"Вооружённые Силы,Краснодарский край",Совещание с руководством Минобороны и предприятий ОПК
2018-05-16T00:02:00Z,57481,"внешняя политика,Турция",Телефонный разговор с Президентом Турции Реджепом Тайипом Эрдоганом
2018-05-17T00:01:00Z,57483,Вооружённые Силы,Совещание с руководством Минобороны и предприятий ОПК
2018-05-17T00:02:00Z,57486,наука и инновации,Встреча с главой госкорпорации «Ростех» Сергеем Чемезовым
2018-05-17T00:03:00Z,57487,"внешняя политика,Сирия",Президент Сирии Башар Асад посетил Россию с рабочим визитом
2018-05-17T00:04:00Z,57488,"внешняя политика,Сирия",Заявления по итогам российско-сирийских переговоров
2018-05-18T00:01:00Z,57491,"внешняя политика,Болгария",22 мая Владимир Путин встретится с Президентом Болгарии Руменом Радевым
2018-05-18T00:02:00Z,57493,"внешняя политика,Франция",24–25 мая Владимир Путин встретится с Президентом Франции Эммануэлем Макроном
2018-05-18T00:03:00Z,57494,"внешняя политика,Япония",25–26 мая Владимир Путин встретится с Премьер-министром Японии Синдзо Абэ
2018-05-18T00:04:00Z,57492,госслужба,Рабочая встреча с Председателем Правительства Дмитрием Медведевым
2018-05-18T00:05:00Z,57495,госслужба,Президент подписал указы о составе нового Правительства
2018-05-18T00:06:00Z,57496,"внешняя политика,Германия",Российско-германские переговоры
2018-05-18T00:07:00Z,57498,"Вооружённые Силы,Краснодарский край",Совещание по вопросам развития Вооружённых Сил
2018-05-18T00:08:00Z,57500,"внешняя политика,транспорт,Куба",Соболезнования Председателю Госсовета Кубы Мигелю Диас-Канелю Бермудесу
2018-05-21T00:01:00Z,57504,Узбекистан,Телефонный разговор с Президентом Узбекистана Шавкатом Мирзиёевым
2018-05-21T00:02:00Z,57506,"внешняя политика,Индия",Встреча с Премьер-министром Индии Нарендрой Моди
2018-05-21T00:03:00Z,57508,"дети,профессиональное образование,Индия",Посещение образовательного центра «Сириус»
2018-05-21T00:04:00Z,57507,"внешняя политика,Венесуэла",Поздравление Николасу Мадуро по случаю переизбрания на пост Президента Венесуэлы
2018-05-21T00:05:00Z,57509,"регионы,Индия,Краснодарский край",Посещение культурно-этнографического центра «Моя Россия»
2018-05-22T00:01:00Z,57511,"внешняя политика,Казахстан",Телефонный разговор с Президентом Казахстана Нурсултаном Назарбаевым
2018-05-22T00:02:00Z,57512,"внешняя политика,Болгария",Встреча с Президентом Болгарии Руменом Радевым
2018-05-22T00:03:00Z,57513,"внешняя политика,Болгария",Заявления для прессы по итогам встречи с Президентом Болгарии Руменом Радевым
2018-05-23T00:01:00Z,57527,"дети,спорт,Санкт-Петербург",Посещение юношеского турнира по дзюдо памяти Анатолия Рахлина
2018-05-23T00:02:00Z,57526,"",24–25 мая Владимир Путин примет участие в Петербургском международном экономическом форуме
2018-05-23T00:03:00Z,57530,партии,Встреча с секретарём генсовета партии «Единая Россия» Андреем Турчаком
2018-05-23T00:04:00Z,57532,поддержка предпринимательства,Встреча с Уполномоченным по защите прав предпринимателей Борисом Титовым
2018-05-23T00:05:00Z,57534,"внешняя политика,Центральноафриканская Республика",Встреча с Президентом Центральноафриканской Республики Фостеном Арканжем Туадерой
2018-05-24T00:01:00Z,57536,религия,Поздравление Патриарху Московскому и всея Руси Кириллу с Днём тезоименитства
2018-05-24T00:02:00Z,57538,"госслужба,государственные финансы,Санкт-Петербург",Встреча с Игорем Шуваловым
2018-05-24T00:03:00Z,57539,"космос,Санкт-Петербург",Встреча с Дмитрием Рогозиным
2018-05-24T00:04:00Z,57540,"внешняя политика,Китай",Встреча с Заместителем Председателя КНР Ван Цишанем
2018-05-24T00:05:00Z,57542,банки,Игорь Шувалов назначен председателем Внешэкономбанка
2018-05-24T00:06:00Z,57543,космос,Дмитрий Рогозин назначен генеральным директором госкорпорации «Роскосмос»
2018-05-24T00:07:00Z,57541,"внешняя политика,экономика и финансы,Санкт-Петербург",Встреча с главой МВФ Кристин Лагард
2018-05-24T00:08:00Z,57544,"внешняя политика,экономика и финансы,Франция",Российско-французские переговоры
2018-05-24T00:09:00Z,57545,"внешняя политика,Франция",Совместная пресс-конференция с Президентом Франции Эммануэлем Макроном
2018-05-24T00:10:00Z,57546,"внешняя политика,госнаграды,Санкт-Петербург",Вручение госнаград представителям международного инвестсообщества
2018-05-24T00:11:00Z,57548,"экономика и финансы,Санкт-Петербург",Встреча с членами экспертного совета РФПИ и представителями международного инвестсообщества
2018-05-25T00:01:00Z,57552,"внешняя политика,экономика и финансы,Франция",Бизнес-диалог Россия – Франция
2018-05-25T00:02:00Z,57556,"внешняя политика,экономика и финансы",Пленарное заседание Петербургского международного экономического форума
2018-05-25T00:03:00Z,57558,внешняя политика,Встреча с Президентом Республики Сербской Боснии и Герцеговины Милорадом Додиком
2018-05-25T00:04:00Z,57557,"внешняя политика,СМИ",Встреча с руководителями международных информагентств
2018-05-25T00:05:00Z,57559,"внешняя политика,экономика и финансы,Япония",Бизнес-диалог Россия – Япония
2018-05-25T00:06:00Z,57560,"внешняя политика,экономика и финансы",Встреча с руководителями иностранных компаний
2018-05-25T00:07:00Z,57561,"Франция,Япония,Санкт-Петербург",Гала-приём «Звёзды белых ночей»
2018-05-26T00:01:00Z,57563,госслужба,Совещание с новым составом Правительства
2018-05-26T00:02:00Z,57565,"космос,Япония",Сеанс связи с экипажем МКС
2018-05-26T00:03:00Z,57564,"внешняя политика,Япония",Российско-японские переговоры
2018-05-26T00:04:00Z,57566,"внешняя политика,Япония",Заявления для прессы по итогам российско-японских переговоров
2018-05-26T00:05:00Z,57567,"культура,Япония",Открытие перекрёстных годов России и Японии
2018-05-26T00:06:00Z,57569,"культура,Япония",Приём по случаю открытия перекрёстных годов России и Японии
2018-05-27T00:01:00Z,57568,СМИ,7 июня в 12.00 в эфир выйдет программа «Прямая линия с Владимиром Путиным»
2018-05-28T00:01:00Z,57570,"",Поздравление с Днём пограничника
2018-05-28T00:02:00Z,57571,"госслужба,регионы,Магаданская область",Встреча с Сергеем Носовым
2018-05-28T00:03:00Z,57572,"госслужба,регионы,Магаданская область",Указ «О досрочном прекращении полномочий губернатора Магаданской области»
2018-05-28T00:04:00Z,57574,"госслужба,регионы,Республика Саха (Якутия)",Встреча с Айсеном Николаевым
2018-05-28T00:05:00Z,57573,"госслужба,регионы,Республика Саха (Якутия)",Указ «О досрочном прекращении полномочий Главы Республики Саха (Якутия)»
2018-05-28T00:06:00Z,57575,Болгария,30 мая состоится встреча Владимира Путина с Премьер-министром Болгарии Бойко Борисовым
2018-05-28T00:07:00Z,57577,"внешняя политика,Австрия",5 июня Владимир Путин посетит Австрию с рабочим визитом
2018-05-29T00:01:00Z,57584,"регионы,Тюменская область",Рабочая встреча с Александром Моором
2018-05-29T00:02:00Z,57583,"регионы,Тюменская область",Указ «Об исполняющем обязанности Губернатора Тюменской области»
2018-05-29T00:03:00Z,57586,"регионы,Ямало-Ненецкий автономный округ",Рабочая встреча с Дмитрием Артюховым
2018-05-29T00:04:00Z,57587,"регионы,Ямало-Ненецкий автономный округ",Указ «Об исполняющем обязанности Губернатора Ямало-Ненецкого автономного округа»
2018-05-29T00:05:00Z,57596,"внешняя политика,Турция",Телефонный разговор с Президентом Турции Реджепом Тайипом Эрдоганом
2018-05-30T00:01:00Z,57603,"госслужба,регионы,Амурская область",Встреча с Василием Орловым
2018-05-30T00:02:00Z,57604,Амурская область,Указ «Об исполняющем обязанности губернатора Амурской области»
2018-05-30T00:03:00Z,57606,"госслужба,регионы,Алтайский край",Встреча с Виктором Томенко
2018-05-30T00:04:00Z,57605,Алтайский край,Указ «О досрочном прекращении полномочий губернатора Алтайского края»
2018-05-30T00:05:00Z,57607,"внешняя политика,Болгария",Российско-болгарские переговоры
2018-05-30T00:06:00Z,57608,"внешняя политика,Болгария",Пресс-конференция по итогам российско-болгарских переговоров
2018-05-31T00:01:00Z,57610,"",1 июня Президент примет Наследного принца Абу-Даби Мухаммеда Аль Нахайяна
2018-05-31T00:02:00Z,57612,"Вооружённые Силы,госслужба,правоохранительные органы",Церемония представления Президенту высших офицеров и прокуроров
2018-05-31T00:03:00Z,57613,"внешняя политика,национальная безопасность",Совещание с постоянными членами Совета Безопасности
2018-05-31T00:04:00Z,57615,"внешняя политика,Израиль",Телефонный разговор с Премьер-министром Израиля Биньямином Нетаньяху
2018-05-31T00:05:00Z,57617,"регионы,Новгородская область",Рабочая встреча с губернатором Новгородской области Андреем Никитиным
2018-06-01T00:01:00Z,57618,"","Приветствие участникам праздника, посвящённого Международному дню защиты детей"
2018-06-01T00:02:00Z,57624,"",Приветствие участникам Всероссийских соревнований по шахматам «Белая ладья»
2018-06-01T00:03:00Z,57631,"дети,здравоохранение",Посещение Морозовской детской больницы
2018-06-01T00:04:00Z,57633,"внешняя политика,Италия",Поздравление Джузеппе Конте со вступлением в должность премьер-министра Италии
2018-06-01T00:05:00Z,57632,"внешняя политика,энергетика,Объединённые Арабские Эмираты",Встреча с Наследным принцем Абу-Даби Мухаммедом Аль Нахайяном
2018-06-01T00:06:00Z,57635,"госнаграды,дети",Вручение орденов «Родительская слава»
2018-06-04T00:01:00Z,57642,дети,Встреча с Уполномоченным по правам ребёнка Анной Кузнецовой
2018-06-04T00:02:00Z,57643,государственные финансы,Встреча с председателем Счётной палаты Алексеем Кудриным
2018-06-04T00:03:00Z,57654,"",8–10 июня Президент России посетит с государственным визитом Китай и примет участие в саммите ШОС
2018-06-04T00:04:00Z,57675,"",Интервью австрийскому телеканалу ORF
2018-06-05T00:01:00Z,57677,"внешняя политика,Австрия",Владимир Путин прибыл в Австрию
2018-06-05T00:02:00Z,57678,"внешняя политика,Австрия",Переговоры с Президентом Австрии Александром Ван дер Белленом
2018-06-05T00:03:00Z,57680,"внешняя политика,Австрия",Переговоры с канцлером Австрии Себастианом Курцем
2018-06-05T00:04:00Z,57681,"Великая Отечественная война,внешняя политика,Австрия",Возложение венка к памятнику советским воинам-освободителям
2018-06-05T00:05:00Z,57682,"внешняя политика,экономика и финансы,Австрия",Встреча с представителями деловых кругов России и Австрии
2018-06-05T00:06:00Z,57683,"культура,Австрия",Посещение Венского музея истории искусств
2018-06-06T00:01:00Z,57684,"внешняя политика,СМИ,Китай",Интервью Медиакорпорации Китая
2018-06-07T00:01:00Z,57692,СМИ,Прямая линия с Владимиром Путиным
2018-06-07T00:02:00Z,57693,"",Ответы на вопросы журналистов по итогам «Прямой линии»
2018-06-08T00:01:00Z,57695,"внешняя политика,Китай",Владимир Путин прибыл в Китай
2018-06-08T00:02:00Z,57694,"внешняя политика,Китай",Встреча с Премьером Госсовета КНР Ли Кэцяном
2018-06-08T00:03:00Z,57696,"внешняя политика,Китай",Российско-китайские переговоры
2018-06-08T00:04:00Z,57697,"госпремии,культура,наука и инновации",Объявлены лауреаты Госпремии 2017 года
2018-06-08T00:05:00Z,57701,"внешняя политика,госнаграды,Китай",Владимир Путин награждён орденом Дружбы КНР
2018-06-08T00:06:00Z,57702,"внешняя политика,Республика Корея",22 июня состоится встреча Владимира Путина с Президентом Республики Корея Мун Чжэ Ином
2018-06-08T00:07:00Z,57704,"спорт,транспорт,Китай",Владимир Путин посетил город Тяньцзинь
2018-06-08T00:08:00Z,57708,"внешняя политика,ШОС,Китай",Владимир Путин прибыл в Циндао
2018-06-08T00:09:00Z,57706,спорт,Видеообращение по случаю открытия чемпионата мира по футболу FIFA
2018-06-09T00:01:00Z,57707,"внешняя политика,Китай,Узбекистан",Встреча с Президентом Узбекистана Шавкатом Мирзиёевым
2018-06-09T00:02:00Z,57709,"внешняя политика,Китай,Таджикистан",Встреча с Президентом Таджикистана Эмомали Рахмоном
2018-06-09T00:03:00Z,57710,"внешняя политика,Иран,Китай",Встреча с Президентом Ирана Хасаном Рухани
2018-06-09T00:04:00Z,57711,"внешняя политика,Китай,Монголия",Встреча с Президентом Монголии Халтмагийн Баттулгой
2018-06-09T00:05:00Z,57712,"внешняя политика,Украина",Телефонный разговор с Президентом Украины Петром Порошенко
2018-06-09T00:06:00Z,57713,"внешняя политика,Китай,Монголия",Встреча с Председателем КНР Си Цзиньпином и Президентом Монголии Халтмагийн Баттулгой
2018-06-10T00:01:00Z,57716,"внешняя политика,ШОС,Китай",Саммит Шанхайской организации сотрудничества
2018-06-10T00:02:00Z,57719,"внешняя политика,СМИ,Китай",Владимир Путин ответил на вопросы журналистов
2018-06-12T00:01:00Z,57731,"госпремии,культура,наука и инновации",Вручение государственных премий Российской Федерации
2018-06-12T00:02:00Z,57732,"",Приём по случаю Дня России
2018-06-12T00:03:00Z,57733,"",13 июня Президент примет участие в заседании 68-го конгресса Международной федерации футбола (FIFA)
2018-06-13T00:01:00Z,57738,спорт,Заседание 68-го конгресса ФИФА
2018-06-13T00:02:00Z,57740,"внешняя политика,спорт,Азербайджан",Встреча с Президентом Азербайджана Ильхамом Алиевым
2018-06-13T00:03:00Z,57741,"внешняя политика,Руанда",Встреча с Президентом Руанды Полем Кагаме
2018-06-13T00:04:00Z,57743,"внешняя политика,Боливия",Встреча с Президентом Боливии Эво Моралесом
2018-06-13T00:05:00Z,57744,госслужба,Антон Вайно назначен Руководителем Администрации Президента
2018-06-13T00:06:00Z,57745,госслужба,Алексей Громов назначен первым заместителем Руководителя Администрации Президента
2018-06-13T00:07:00Z,57746,госслужба,Сергей Кириенко назначен первым заместителем Руководителя Администрации Президента
